Leading proteins,Protein,Protein names,Gene names
A0A1D5RLY9,A0A1D5RLY9,Signal-induced proliferation-associated 1-like protein 2,Sipa1l2
G3X9J0,G3X9J0,,Sipa1l3
G3X9J0,G3X9J0,,Sipa1l3
G3X9J0,G3X9J0,,Sipa1l3
G3X9J0,G3X9J0,,Sipa1l3
Q3UNI1,Q3UNI1,NAD-dependent protein deacetylase sirtuin-1;SirtT1 75 kDa fragment,Sirt1
Q3UNI1,Q3UNI1,NAD-dependent protein deacetylase sirtuin-1;SirtT1 75 kDa fragment,Sirt1
A0A140LHL5,A0A140LHL5,NAD-dependent protein deacetylase sirtuin-2,Sirt2
A0A140LHL5,A0A140LHL5,NAD-dependent protein deacetylase sirtuin-2,Sirt2
A0A140LHL5,A0A140LHL5,NAD-dependent protein deacetylase sirtuin-2,Sirt2
A0A140LHL5,A0A140LHL5,NAD-dependent protein deacetylase sirtuin-2,Sirt2
Q62231,Q62231,Homeobox protein SIX1,Six1
Q8C263,Q8C263,Spindle and kinetochore-associated protein 3,Ska3
Q8C263,Q8C263,Spindle and kinetochore-associated protein 3,Ska3
D3Z7C5,D3Z7C5,Ski-like protein,Skil
Q6NZR5,Q6NZR5,,Skiv2l
Q6NZR5,Q6NZR5,,Skiv2l
Q6NZR5,Q6NZR5,,Skiv2l
Q6NZR5,Q6NZR5,,Skiv2l
Q9WTX5,Q9WTX5,S-phase kinase-associated protein 1,Skp1;Skp1a
A0A087WQ11,A0A087WQ11,S-phase kinase-associated protein 2,Skp2
A0A0R4J247,A0A0R4J247,Src-like-adapter,Sla
A0A0R4J247,A0A0R4J247,Src-like-adapter,Sla
Q8CI08-2,Q8CI08-2,SLAIN motif-containing protein 2,Slain2
Q8CI08-2,Q8CI08-2,SLAIN motif-containing protein 2,Slain2
Q8CI08-2,Q8CI08-2,SLAIN motif-containing protein 2,Slain2
Q8CI08-2,Q8CI08-2,SLAIN motif-containing protein 2,Slain2
Q8CI08-2,Q8CI08-2,SLAIN motif-containing protein 2,Slain2
Q8CI08-2,Q8CI08-2,SLAIN motif-containing protein 2,Slain2
Q8CI08-2,Q8CI08-2,SLAIN motif-containing protein 2,Slain2
Q8CI08-2,Q8CI08-2,SLAIN motif-containing protein 2,Slain2
Q8CI08-2,Q8CI08-2,SLAIN motif-containing protein 2,Slain2
Q8CI08-2,Q8CI08-2,SLAIN motif-containing protein 2,Slain2
A0A0J9YV40,A0A0J9YV40,Histone RNA hairpin-binding protein,Slbp
A0A0J9YV40,A0A0J9YV40,Histone RNA hairpin-binding protein,Slbp
E9QM38,E9QM38,Solute carrier family 12 member 2,Slc12a2
E9QM38,E9QM38,Solute carrier family 12 member 2,Slc12a2
E9QM38,E9QM38,Solute carrier family 12 member 2,Slc12a2
E9QM38,E9QM38,Solute carrier family 12 member 2,Slc12a2
E9QM38,E9QM38,Solute carrier family 12 member 2,Slc12a2
E9QM38,E9QM38,Solute carrier family 12 member 2,Slc12a2
Q9JIS8,Q9JIS8,Solute carrier family 12 member 4,Slc12a4
Q9JIS8,Q9JIS8,Solute carrier family 12 member 4,Slc12a4
Q9JIS8,Q9JIS8,Solute carrier family 12 member 4,Slc12a4
Q9JIS8;Q3V0N8;Q9WVL3-2,Q3V0N8,Solute carrier family 12 member 4;Solute carrier family 12 member 6;Solute carrier family 12 member 7,Slc12a4;Slc12a6;Slc12a7
Q3V0N8,Q3V0N8,Solute carrier family 12 member 6,Slc12a6
Q3V0N8,Q3V0N8,Solute carrier family 12 member 6,Slc12a6
Q3V0N8,Q3V0N8,Solute carrier family 12 member 6,Slc12a6
Q3V0N8,Q3V0N8,Solute carrier family 12 member 6,Slc12a6
Q3V0N8,Q3V0N8,Solute carrier family 12 member 6,Slc12a6
Q3V0N8,Q3V0N8,Solute carrier family 12 member 6,Slc12a6
Q9WVL3-2,Q9WVL3-2,Solute carrier family 12 member 7,Slc12a7
Q9WVL3-2,Q9WVL3-2,Solute carrier family 12 member 7,Slc12a7
Q9WVL3-2,Q9WVL3-2,Solute carrier family 12 member 7,Slc12a7
Q9WVL3-2,Q9WVL3-2,Solute carrier family 12 member 7,Slc12a7
Q8VHL0-2,Q8VHL0-2,Urea transporter 1,Slc14a1
Q8VHL0,Q8VHL0,Urea transporter 1,Slc14a1
Q91W98,Q91W98,Solute carrier family 15 member 4,Slc15a4
Q91W98,Q91W98,Solute carrier family 15 member 4,Slc15a4
Q91W98,Q91W98,Solute carrier family 15 member 4,Slc15a4
Q91W98,Q91W98,Solute carrier family 15 member 4,Slc15a4
P53986,P53986,Monocarboxylate transporter 1,Slc16a1
P53986,P53986,Monocarboxylate transporter 1,Slc16a1
P53986,P53986,Monocarboxylate transporter 1,Slc16a1
P53986,P53986,Monocarboxylate transporter 1,Slc16a1
P53986,P53986,Monocarboxylate transporter 1,Slc16a1
P53986,P53986,Monocarboxylate transporter 1,Slc16a1
P53986,P53986,Monocarboxylate transporter 1,Slc16a1
Q3U9N9,Q3U9N9,Monocarboxylate transporter 10,Slc16a10
Q3U9N9,Q3U9N9,Monocarboxylate transporter 10,Slc16a10
P41438-2,P41438-2,Folate transporter 1,Slc19a1
P56564,P56564,Excitatory amino acid transporter 1,Slc1a3
Q9ESU7,Q9ESU7,Amino acid transporter;Neutral amino acid transporter B(0),Slc1a5
Q9ESU7,Q9ESU7,Amino acid transporter;Neutral amino acid transporter B(0),Slc1a5
Q9ESU7,Q9ESU7,Amino acid transporter,Slc1a5
Q9ESU7,Q9ESU7,Amino acid transporter;Neutral amino acid transporter B(0),Slc1a5
Q9ESU7,Q9ESU7,Amino acid transporter;Neutral amino acid transporter B(0),Slc1a5
Q61609,Q61609,Sodium-dependent phosphate transporter 1,Slc20a1
Q80UP8,Q80UP8,Sodium-dependent phosphate transporter 2,Slc20a2
Q80UP8,Q80UP8,Sodium-dependent phosphate transporter 2,Slc20a2
Q80UP8,Q80UP8,Sodium-dependent phosphate transporter 2,Slc20a2
Q80UP8,Q80UP8,Sodium-dependent phosphate transporter 2,Slc20a2
Q80UP8,Q80UP8,Sodium-dependent phosphate transporter 2,Slc20a2
Q80UP8,Q80UP8,Sodium-dependent phosphate transporter 2,Slc20a2
Q80UP8,Q80UP8,Sodium-dependent phosphate transporter 2,Slc20a2
Q9Z0E8,Q9Z0E8,Solute carrier family 22 member 5,Slc22a5
Q9EPR4-2,Q9EPR4-2,Solute carrier family 23 member 2,Slc23a2
Q9CR62,Q9CR62,Mitochondrial 2-oxoglutarate/malate carrier protein,Slc25a11
Q8BH59,Q8BH59,Calcium-binding mitochondrial carrier protein Aralar1,Slc25a12
Q8BH59,Q8BH59,Calcium-binding mitochondrial carrier protein Aralar1,Slc25a12
Q8BH59,Q8BH59,Calcium-binding mitochondrial carrier protein Aralar1,Slc25a12
Q8BH59,Q8BH59,Calcium-binding mitochondrial carrier protein Aralar1,Slc25a12
Q8BH59,Q8BH59,Calcium-binding mitochondrial carrier protein Aralar1,Slc25a12
P48962,P48962,ADP/ATP translocase 1,Slc25a4
P48962,P48962,ADP/ATP translocase 1,Slc25a4
P48962,P48962,ADP/ATP translocase 1,Slc25a4
P48962,P48962,ADP/ATP translocase 1,Slc25a4
P48962,P48962,ADP/ATP translocase 1,Slc25a4
P48962,P48962,ADP/ATP translocase 1,Slc25a4
P48962;P51881,P48962,"ADP/ATP translocase 1;ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed",Slc25a4;Slc25a5
A0A3Q4L2U5,A0A3Q4L2U5,Solute carrier family 25 member 46,Slc25a46
A0A3Q4L2U5,A0A3Q4L2U5,Solute carrier family 25 member 46,Slc25a46
A0A3Q4L2U5,A0A3Q4L2U5,Solute carrier family 25 member 46,Slc25a46
A0A3Q4L2U5,A0A3Q4L2U5,Solute carrier family 25 member 46,Slc25a46
A0A3Q4L2U5,A0A3Q4L2U5,Solute carrier family 25 member 46,Slc25a46
A0A3Q4L2U5,A0A3Q4L2U5,Solute carrier family 25 member 46,Slc25a46
A0A087WSC0,A0A087WSC0,Solute carrier family 26 member 6,Slc26a6
Q60714,Q60714,Long-chain fatty acid transport protein 1,Slc27a1
O88627,O88627,Sodium/nucleoside cotransporter 2,Slc28a2
P17809,P17809,"Solute carrier family 2, facilitated glucose transporter member 1",Slc2a1
Q3UHK1,Q3UHK1,Proton myo-inositol cotransporter,Slc2a13
Q3UHK1,Q3UHK1,Proton myo-inositol cotransporter,Slc2a13
Q3UHK1,Q3UHK1,Proton myo-inositol cotransporter,Slc2a13
P32037,P32037,"Solute carrier family 2, facilitated glucose transporter member 3",Slc2a3
P14142,P14142,"Solute carrier family 2, facilitated glucose transporter member 4",Slc2a4
P14142,P14142,"Solute carrier family 2, facilitated glucose transporter member 4",Slc2a4
P14142,P14142,"Solute carrier family 2, facilitated glucose transporter member 4",Slc2a4
Q99J27,Q99J27,Acetyl-coenzyme A transporter 1,Slc33a1
A0A140LHN4,A0A140LHN4,UDP-galactose translocator,Slc35a2
Q8VCX2,Q8VCX2,Solute carrier family 35 member C2,Slc35c2
Q8VCX2,Q8VCX2,Solute carrier family 35 member C2,Slc35c2
Q8CD26,Q8CD26,Solute carrier family 35 member E1,Slc35e1
Q8CD26,Q8CD26,Solute carrier family 35 member E1,Slc35e1
Q9WU81,Q9WU81,Sugar phosphate exchanger 2,Slc37a2
Q9WU81,Q9WU81,Sugar phosphate exchanger 2,Slc37a2
Q9WU81,Q9WU81,Sugar phosphate exchanger 2,Slc37a2
Q8K2P7-3,Q8K2P7-3,Sodium-coupled neutral amino acid transporter 1,Slc38a1
Q8K2P7-3,Q8K2P7-3,Sodium-coupled neutral amino acid transporter 1,Slc38a1
Q8K2P7-3,Q8K2P7-3,Sodium-coupled neutral amino acid transporter 1,Slc38a1
Q8K2P7-3,Q8K2P7-3,Sodium-coupled neutral amino acid transporter 1,Slc38a1
J3QNE8,J3QNE8,Putative sodium-coupled neutral amino acid transporter 10,Slc38a10
J3QNE8,J3QNE8,Putative sodium-coupled neutral amino acid transporter 10,Slc38a10
J3QNE8,J3QNE8,Putative sodium-coupled neutral amino acid transporter 10,Slc38a10
J3QNE8,J3QNE8,Putative sodium-coupled neutral amino acid transporter 10,Slc38a10
J3QNE8,J3QNE8,Putative sodium-coupled neutral amino acid transporter 10,Slc38a10
Q6P5F6,Q6P5F6,Zinc transporter ZIP10,Slc39a10
Q6P5F6,Q6P5F6,Zinc transporter ZIP10,Slc39a10
D3Z7N4,D3Z7N4,Zinc transporter ZIP6,Slc39a6
P10852-2,P10852-2,4F2 cell-surface antigen heavy chain,Slc3a2
G3X937,G3X937,Solute carrier family 41 member 3,Slc41a3
G3X8X3,G3X8X3,Large neutral amino acids transporter small subunit 3,Slc43a1
Q8CGA3,Q8CGA3,Large neutral amino acids transporter small subunit 4,Slc43a2
Q8CGA3,Q8CGA3,Large neutral amino acids transporter small subunit 4,Slc43a2
Q8CGA3,Q8CGA3,Large neutral amino acids transporter small subunit 4,Slc43a2
Q8CGA3,Q8CGA3,Large neutral amino acids transporter small subunit 4,Slc43a2
Q8BY89-2,Q8BY89-2,Choline transporter-like protein 2,Slc44a2
Q8BY89,Q8BY89,Choline transporter-like protein 2,Slc44a2
P04919-2,P04919-2,Band 3 anion transport protein,Slc4a1
P04919-2,P04919-2,Band 3 anion transport protein,Slc4a1
P04919-2,P04919-2,Band 3 anion transport protein,Slc4a1
P04919-2,P04919-2,Band 3 anion transport protein,Slc4a1
E9Q1Q0,E9Q1Q0,,Slc4a1ap
A0A0R4J1K4,A0A0R4J1K4,Anion exchange protein 2,Slc4a2
A0A0R4J1K4,A0A0R4J1K4,Anion exchange protein 2,Slc4a2
A0A0R4J1K4,A0A0R4J1K4,Anion exchange protein 2,Slc4a2
A0A0R4J1K4,A0A0R4J1K4,Anion exchange protein 2,Slc4a2
A0A0R4J1K4,A0A0R4J1K4,Anion exchange protein 2,Slc4a2
A0A0R4J1K4,A0A0R4J1K4,Anion exchange protein 2,Slc4a2
A0A0R4J1K4,A0A0R4J1K4,Anion exchange protein 2,Slc4a2
A0A0R4J1K4,A0A0R4J1K4,Anion exchange protein 2,Slc4a2
A0A0R4J1K4,A0A0R4J1K4,Anion exchange protein 2,Slc4a2
A0A0R4J1K4,A0A0R4J1K4,Anion exchange protein 2,Slc4a2
A0A0R4J1K4,A0A0R4J1K4,Anion exchange protein 2,Slc4a2
A0A0R4J1K4,A0A0R4J1K4,Anion exchange protein 2,Slc4a2
A0A0R4J1K4,A0A0R4J1K4,Anion exchange protein 2,Slc4a2
A7E1Z5,A7E1Z5,Anion exchange protein;Electrogenic sodium bicarbonate cotransporter 1,Slc4a4
A7E1Z5,A7E1Z5,Anion exchange protein;Electrogenic sodium bicarbonate cotransporter 1,Slc4a4
A7E1Z5,A7E1Z5,Anion exchange protein;Electrogenic sodium bicarbonate cotransporter 1,Slc4a4
F8VQC9;Q8BTY2,F8VQC9,Anion exchange protein;Sodium bicarbonate cotransporter 3,Slc4a7
F8VQC9;Q8BTY2,F8VQC9,Anion exchange protein;Sodium bicarbonate cotransporter 3,Slc4a7
Q8BTY2,Q8BTY2,Sodium bicarbonate cotransporter 3,Slc4a7
F8VQC9,F8VQC9,Anion exchange protein;Sodium bicarbonate cotransporter 3,Slc4a7
F8VQC9;Q8BTY2,F8VQC9,Anion exchange protein;Sodium bicarbonate cotransporter 3,Slc4a7
F8VQC9,F8VQC9,Anion exchange protein;Sodium bicarbonate cotransporter 3,Slc4a7
Q8BTY2,Q8BTY2,Sodium bicarbonate cotransporter 3,Slc4a7
F8VQC9;Q8BTY2,F8VQC9,Anion exchange protein;Sodium bicarbonate cotransporter 3,Slc4a7
F8VQC9;Q8BTY2,F8VQC9,Anion exchange protein;Sodium bicarbonate cotransporter 3;Sodium-driven chloride bicarbonate exchanger,Slc4a7;Slc4a10
F8VQC9,F8VQC9,Anion exchange protein;Sodium bicarbonate cotransporter 3;Sodium-driven chloride bicarbonate exchanger,Slc4a7;Slc4a10
F8VQC9;Q8BTY2,F8VQC9,Anion exchange protein;Sodium bicarbonate cotransporter 3;Sodium-driven chloride bicarbonate exchanger,Slc4a7;Slc4a10
Q9D6X5,Q9D6X5,"Solute carrier family 52, riboflavin transporter, member 3",Slc52a3
E9Q517,E9Q517,Transporter;Sodium- and chloride-dependent glycine transporter 1,Slc6a9
E9Q1V6,E9Q1V6,Asc-type amino acid transporter 1,Slc7a10
E9QJY0,E9QJY0,Cationic amino acid transporter 2,Slc7a2
A0A1D5RMA4,A0A1D5RMA4,Y+L amino acid transporter 2,Slc7a6
Q7TPE5,Q7TPE5,Probable RNA polymerase II nuclear localization protein SLC7A6OS,Slc7a6os
Q9QXW9,Q9QXW9,Large neutral amino acids transporter small subunit 2,Slc7a8
A0A3Q4L326,A0A3Q4L326,Sodium/calcium exchanger 1,Slc8a1
Q8K596,Q8K596,,Slc8a2
S4R2P9-2,S4R2P9-2,,Slc8a3
S4R2P9-2,S4R2P9-2,,Slc8a3
Q61165,Q61165,Sodium/hydrogen exchanger 1,Slc9a1
Q61165,Q61165,Sodium/hydrogen exchanger 1,Slc9a1
Q61165,Q61165,Sodium/hydrogen exchanger 1,Slc9a1
Q61165,Q61165,Sodium/hydrogen exchanger 1,Slc9a1
Q61165,Q61165,Sodium/hydrogen exchanger 1,Slc9a1
Q61165,Q61165,Sodium/hydrogen exchanger 1,Slc9a1
Q61165,Q61165,Sodium/hydrogen exchanger 1,Slc9a1
Q61165,Q61165,Sodium/hydrogen exchanger 1,Slc9a1
Q61165,Q61165,Sodium/hydrogen exchanger 1,Slc9a1
Q61165,Q61165,Sodium/hydrogen exchanger 1,Slc9a1
Q3ZAS0,Q3ZAS0,Sodium/hydrogen exchanger,Slc9a2
P70441,P70441,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,Slc9a3r1
P70441,P70441,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,Slc9a3r1
P70441,P70441,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,Slc9a3r1
P70441,P70441,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,Slc9a3r1
P70441,P70441,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,Slc9a3r1
P70441,P70441,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,Slc9a3r1
P70441,P70441,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,Slc9a3r1
P70441,P70441,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,Slc9a3r1
A0A3Q4EBU8,A0A3Q4EBU8,Na(+)/H(+) exchange regulatory cofactor NHE-RF2;Na(+)/H(+) exchange regulatory cofactor NHE-RF,Slc9a3r2
A0A3Q4EBU8,A0A3Q4EBU8,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,Slc9a3r2
A0A3Q4EBU8,A0A3Q4EBU8,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,Slc9a3r2
B0QZV3,B0QZV3,Sodium/hydrogen exchanger,Slc9a6
Q5BKR2,Q5BKR2,Mitochondrial sodium/hydrogen exchanger 9B2,Slc9b2
Q5BKR2,Q5BKR2,Mitochondrial sodium/hydrogen exchanger 9B2,Slc9b2
Q5BKR2,Q5BKR2,Mitochondrial sodium/hydrogen exchanger 9B2,Slc9b2
Q5BKR2,Q5BKR2,Mitochondrial sodium/hydrogen exchanger 9B2,Slc9b2
Q5BKR2,Q5BKR2,Mitochondrial sodium/hydrogen exchanger 9B2,Slc9b2
Q5BKR2,Q5BKR2,Mitochondrial sodium/hydrogen exchanger 9B2,Slc9b2
Q5BKR2,Q5BKR2,Mitochondrial sodium/hydrogen exchanger 9B2,Slc9b2
A0A0N4SUN2,A0A0N4SUN2,Solute carrier organic anion transporter family member 1B2,Slco1b2
A0A140LJH7,A0A140LJH7,Solute carrier organic anion transporter family member 2B1,Slco2b1
Q8R3L5,Q8R3L5,Solute carrier organic anion transporter family member 3A1,Slco3a1
Q8R3L5,Q8R3L5,Solute carrier organic anion transporter family member 3A1,Slco3a1
Q8BGD4,Q8BGD4,Solute carrier organic anion transporter family member 4C1,Slco4c1
Q8BGD4,Q8BGD4,Solute carrier organic anion transporter family member 4C1,Slco4c1
Q8BGD4,Q8BGD4,Solute carrier organic anion transporter family member 4C1,Slco4c1
Q8BGD4,Q8BGD4,Solute carrier organic anion transporter family member 4C1,Slco4c1
Q8BGD4,Q8BGD4,Solute carrier organic anion transporter family member 4C1,Slco4c1
Q8BGD4,Q8BGD4,Solute carrier organic anion transporter family member 4C1,Slco4c1
Q8CBA2,Q8CBA2,Schlafen family member 5,Slfn5
F8WHU8,F8WHU8,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",Slirp
F8WHU8,F8WHU8,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",Slirp
O54988-2,O54988-2,STE20-like serine/threonine-protein kinase,Slk
O54988-2,O54988-2,STE20-like serine/threonine-protein kinase,Slk
O54988-2,O54988-2,STE20-like serine/threonine-protein kinase,Slk
O54988-2,O54988-2,STE20-like serine/threonine-protein kinase,Slk
O54988-2,O54988-2,STE20-like serine/threonine-protein kinase,Slk
O54988-2,O54988-2,STE20-like serine/threonine-protein kinase,Slk
O54988-2,O54988-2,STE20-like serine/threonine-protein kinase,Slk
O54988-2,O54988-2,STE20-like serine/threonine-protein kinase,Slk
O54988-2,O54988-2,STE20-like serine/threonine-protein kinase,Slk
F8WIH0,F8WIH0,Sarcolemmal membrane-associated protein,Slmap
Q8CH25;Q8CH25-2,Q8CH25-2,SAFB-like transcription modulator,Sltm
Q8CH25;Q8CH25-2,Q8CH25-2,SAFB-like transcription modulator,Sltm
Q8CH25;Q8CH25-2,Q8CH25-2,SAFB-like transcription modulator,Sltm
Q8CH25;Q8CH25-2,Q8CH25-2,SAFB-like transcription modulator,Sltm
Q8CH25;Q8CH25-2,Q8CH25-2,SAFB-like transcription modulator,Sltm
Q8CH25;Q8CH25-2,Q8CH25-2,SAFB-like transcription modulator,Sltm
Q8CH25-2,Q8CH25-2,SAFB-like transcription modulator,Sltm
Q8CH25,Q8CH25,SAFB-like transcription modulator,Sltm
Z4YM25,Z4YM25,Pre-mRNA-splicing factor SLU7,Slu7
Q6P1D7,Q6P1D7,Structure-specific endonuclease subunit SLX4,Slx4
Q6P1D7,Q6P1D7,Structure-specific endonuclease subunit SLX4,Slx4
Q6P1D7,Q6P1D7,Structure-specific endonuclease subunit SLX4,Slx4
Q6P1D7,Q6P1D7,Structure-specific endonuclease subunit SLX4,Slx4
Q6P1D7,Q6P1D7,Structure-specific endonuclease subunit SLX4,Slx4
Q6P1D7,Q6P1D7,Structure-specific endonuclease subunit SLX4,Slx4
Q6P1D7,Q6P1D7,Structure-specific endonuclease subunit SLX4,Slx4
E9Q3M0,E9Q3M0,Mothers against decapentaplegic homolog;Mothers against decapentaplegic homolog 2,Smad2
Q8BUN5,Q8BUN5,Mothers against decapentaplegic homolog 3,Smad3
Q8BUN5,Q8BUN5,Mothers against decapentaplegic homolog 3,Smad3
Q7TN29-2,Q7TN29-2,Stromal membrane-associated protein 2,Smap2
Q6PGB8;Q91ZW3,Q91ZW3,Probable global transcription activator SNF2L1;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,Smarca1;Smarca5
Q6DIC0,Q6DIC0,Probable global transcription activator SNF2L2,Smarca2
A0A0R4J170,A0A0R4J170,Transcription activator BRG1,Smarca4
A0A0R4J170,A0A0R4J170,Transcription activator BRG1,Smarca4
Q91ZW3,Q91ZW3,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,Smarca5
Q91ZW3,Q91ZW3,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,Smarca5
Q91ZW3,Q91ZW3,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,Smarca5
Q91ZW3,Q91ZW3,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,Smarca5
Q91ZW3,Q91ZW3,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,Smarca5
Q04692,Q04692,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,Smarcad1
Q04692,Q04692,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,Smarcad1
Q04692,Q04692,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,Smarcad1
Q8BJL0-4,Q8BJL0-4,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1,Smarcal1
Q3UNN4,Q3UNN4,SWI/SNF complex subunit SMARCC1,Smarcc1
Q3UNN4,Q3UNN4,SWI/SNF complex subunit SMARCC1,Smarcc1
Q3UNN4,Q3UNN4,SWI/SNF complex subunit SMARCC1,Smarcc1
Q3UNN4,Q3UNN4,SWI/SNF complex subunit SMARCC1,Smarcc1
Q3UNN4,Q3UNN4,SWI/SNF complex subunit SMARCC1,Smarcc1
Q3UNN4,Q3UNN4,SWI/SNF complex subunit SMARCC1,Smarcc1
Q3UNN4,Q3UNN4,SWI/SNF complex subunit SMARCC1,Smarcc1
Q3UNN4,Q3UNN4,SWI/SNF complex subunit SMARCC1,Smarcc1
Q3UID0,Q3UID0,SWI/SNF complex subunit SMARCC2,Smarcc2
Q3UID0,Q3UID0,SWI/SNF complex subunit SMARCC2,Smarcc2
Q3UID0,Q3UID0,SWI/SNF complex subunit SMARCC2,Smarcc2
Q3UID0,Q3UID0,SWI/SNF complex subunit SMARCC2,Smarcc2
Q3UID0,Q3UID0,SWI/SNF complex subunit SMARCC2,Smarcc2
Q3UID0,Q3UID0,SWI/SNF complex subunit SMARCC2,Smarcc2
Q3UID0,Q3UID0,SWI/SNF complex subunit SMARCC2,Smarcc2
Q3UID0,Q3UID0,SWI/SNF complex subunit SMARCC2,Smarcc2
Q3UID0,Q3UID0,,Smarcc2
Q3UID0,Q3UID0,SWI/SNF complex subunit SMARCC2,Smarcc2
Q99JR8-2,Q99JR8-2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,Smarcd2
Q99JR8-2,Q99JR8-2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,Smarcd2
O54941,O54941,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,Smarce1
Q9CU62,Q9CU62,Structural maintenance of chromosomes protein 1A,Smc1a
Q9CU62,Q9CU62,Structural maintenance of chromosomes protein 1A,Smc1a
Q9CW03,Q9CW03,Structural maintenance of chromosomes protein 3,Smc3
Q9CW03,Q9CW03,Structural maintenance of chromosomes protein 3,Smc3
Q8CG46,Q8CG46,Structural maintenance of chromosomes protein 5,Smc5
Q8CG46,Q8CG46,Structural maintenance of chromosomes protein 5,Smc5
Q6P5D8,Q6P5D8,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,Smchd1
Q6P5D8,Q6P5D8,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,Smchd1
Q3UMB5-2,Q3UMB5-2,Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog,Smcr8
Q3UMB5-2,Q3UMB5-2,Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog,Smcr8
Q3UMB5-2,Q3UMB5-2,Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog,Smcr8
Q3UMB5-2,Q3UMB5-2,Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog,Smcr8
Q3UMB5-2,Q3UMB5-2,Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog,Smcr8
E9Q481,E9Q481,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,Smek1
E9Q481,E9Q481,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,Smek1
E9Q481,E9Q481,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,Smek1
Q8BKX6,Q8BKX6,Serine/threonine-protein kinase SMG1,Smg1
Q8BKX6,Q8BKX6,Serine/threonine-protein kinase SMG1,Smg1
P61406,P61406,Telomerase-binding protein EST1A,Smg6
P61406,P61406,Telomerase-binding protein EST1A,Smg6
P61406,P61406,Telomerase-binding protein EST1A,Smg6
P61406,P61406,Telomerase-binding protein EST1A,Smg6
Q5RJH6-3,Q5RJH6-3,Protein SMG7,Smg7
Q5RJH6-3,Q5RJH6-3,Protein SMG7,Smg7
Q8VE18,Q8VE18,Protein SMG8,Smg8
Q8VE18,Q8VE18,Protein SMG8,Smg8
Q9DB90,Q9DB90,Protein SMG9,Smg9
Q9DB90,Q9DB90,Protein SMG9,Smg9
Q9DB90,Q9DB90,Protein SMG9,Smg9
P97801,P97801,Survival motor neuron protein,Smn1
P97801,P97801,Survival motor neuron protein,Smn1
P97801,P97801,Survival motor neuron protein,Smn1
P56726,P56726,Smoothened homolog,Smo
Q9JJY3,Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3
Q9JJY3,Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3
Q9JJY3,Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3
Q9JJY3,Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3
Q9JJY3,Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3
Q9JJY3,Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3
Q9JJY3,Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3
Q9JJY3,Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3
Q9JJY3,Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3
Q9JJY3,Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3
Q9JJY3,Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3
Q9JJY3,Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3
